"","IMPORTETOTAL","SEXO","FORMAPAGO","ESTADOCIVIL"
"26646",7.1875,"Mujer","Tarjeta Débito","Casado/a"
"26647",14.31,"Mujer","Tarjeta de Crédito","Casado/a"
"26648",141.5,"Empresa","Tarjeta Débito",""
"26649",100.39,"Empresa","Tarjeta de Crédito",""
"26650",6.475,"Hombre","Efectivo","Soltero/a"
"26651",29.95,"Hombre","Tarjeta Débito","Soltero/a"
"26652",4.975,"Hombre","Tarjeta de Crédito","Soltero/a"
"26653",5.5625,"Hombre","Tarjeta Débito","Soltero/a"
"26654",65.1375,"Hombre","Efectivo","Soltero/a"
"26655",6.475,"Hombre","Tarjeta de Crédito","Soltero/a"
"26656",57.62,"Hombre","Tarjeta Débito","Soltero/a"
"26657",89.95,"Empresa","Tarjeta de Crédito",""
"26658",6.8375,"Empresa","Efectivo",""
"26659",19.7075,"Empresa","Efectivo",""
"26660",50.375,"Empresa","Efectivo",""
"26661",45.55,"Hombre","Tarjeta de Crédito","Casado/a"
"26662",44.065,"Hombre","Tarjeta Débito","Casado/a"
"26663",4.975,"Hombre","Efectivo","Casado/a"
"26664",106.155,"Hombre","Tarjeta Débito","Casado/a"
"26665",4.975,"Mujer","Tarjeta de Crédito","Casado/a"
"26666",234.2575,"Empresa","Tarjeta de Crédito",""
"26667",186.725,"Empresa","Tarjeta Débito",""
"26668",131.875,"Empresa","Efectivo",""
"26669",239.5025,"Empresa","Efectivo",""
"26670",3.95,"Hombre","Tarjeta Débito","Casado/a"
"26671",11.12,"Hombre","Tarjeta de Crédito","Casado/a"
"26672",35.18,"Empresa","Tarjeta de Crédito",""
"26673",6.225,"Mujer","Tarjeta de Crédito","Casado/a"
"26674",17.35,"Mujer","Tarjeta de Crédito","Casado/a"
"26675",303.2925,"Empresa","Tarjeta de Crédito",""
"26676",55.41,"Empresa","Tarjeta Débito",""
"26677",6.225,"Hombre","Tarjeta de Crédito","Soltero/a"
"26678",4.975,"Hombre","Tarjeta Débito","Soltero/a"
"26679",45.225,"Empresa","Efectivo",""
"26680",29.6825,"Empresa","Efectivo",""
"26681",53.56,"Empresa","Tarjeta Débito",""
"26682",38.695,"Empresa","Tarjeta de Crédito",""
"26683",11.125,"Empresa","Efectivo",""
"26684",26.7,"Empresa","Tarjeta de Crédito",""
"26685",2,"Hombre","Tarjeta de Crédito","Soltero/a"
"26686",40.475,"Hombre","Efectivo","Soltero/a"
"26687",3.725,"Mujer","Efectivo","Casado/a"
"26688",30.625,"Mujer","Tarjeta Débito","Casado/a"
"26689",11.8125,"Hombre","Tarjeta de Crédito","Soltero/a"
"26690",21.3125,"Hombre","Tarjeta de Crédito","Soltero/a"
"26691",14.345,"Mujer","Tarjeta Débito","Casado/a"
"26692",38.92,"Mujer","Efectivo","Casado/a"
"26693",11.12,"Mujer","Efectivo","Divorciado/a"
"26694",11.25,"Mujer","Tarjeta de Crédito","Divorciado/a"
"26695",5.5625,"Hombre","Efectivo","Casado/a"
"26696",47.51,"Hombre","Tarjeta de Crédito","Casado/a"
"26697",14.35,"Mujer","Tarjeta de Crédito","Casado/a"
"26698",8.25,"Mujer","Efectivo","Casado/a"
"26699",25.2,"Hombre","Tarjeta de Crédito","Soltero/a"
"26700",12.925,"Hombre","Tarjeta de Crédito","Soltero/a"
"26701",12.02,"Hombre","Tarjeta Débito","Casado/a"
"26702",3.55,"Hombre","Efectivo","Casado/a"
"26703",11.2,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26704",60.225,"Hombre","Efectivo","Divorciado/a"
"26705",50.6,"Hombre","Tarjeta Débito","Divorciado/a"
"26706",5.37,"Hombre","Tarjeta Débito","Divorciado/a"
"26707",19.8725,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26708",24,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26709",286.755,"Empresa","Tarjeta de Crédito",""
"26710",115.87,"Empresa","Tarjeta Débito",""
"26711",190.8325,"Empresa","Tarjeta de Crédito",""
"26712",85.8,"Empresa","Tarjeta de Crédito",""
"26713",258.09,"Empresa","Efectivo",""
"26714",46.075,"Empresa","Tarjeta de Crédito",""
"26715",101.955,"Empresa","Tarjeta de Crédito",""
"26716",23.3375,"Empresa","Tarjeta de Crédito",""
"26717",14.8225,"Empresa","Efectivo",""
"26718",18.3275,"Empresa","Efectivo",""
"26719",38.65,"Empresa","Tarjeta de Crédito",""
"26720",34.34,"Empresa","Tarjeta de Crédito",""
"26721",29.95,"Empresa","Tarjeta de Crédito",""
"26722",11.975,"Hombre","Tarjeta Débito","Soltero/a"
"26723",31,"Hombre","Tarjeta Débito","Soltero/a"
"26724",5.5625,"Hombre","Tarjeta de Crédito","Soltero/a"
"26725",36.175,"Hombre","Efectivo","Soltero/a"
"26726",48.55,"Mujer","Efectivo","Casado/a"
"26727",12.9,"Mujer","Tarjeta Débito","Casado/a"
"26728",12.56,"Mujer","Tarjeta Débito","Casado/a"
"26729",20.17,"Mujer","Tarjeta de Crédito","Casado/a"
"26730",36.175,"Mujer","Efectivo","Casado/a"
"26731",9.04,"Mujer","Tarjeta Débito","Divorciado/a"
"26732",32.6,"Mujer","Tarjeta Débito","Divorciado/a"
"26733",5.5625,"Mujer","Efectivo","Divorciado/a"
"26734",40.075,"Hombre","Tarjeta Débito","Casado/a"
"26735",3.725,"Mujer","Tarjeta Débito","Casado/a"
"26736",16.91,"Mujer","Tarjeta de Crédito","Casado/a"
"26737",6.475,"Mujer","Tarjeta de Crédito","Casado/a"
"26738",24.025,"Hombre","Tarjeta de Crédito","Soltero/a"
"26739",86.09,"Hombre","Efectivo","Soltero/a"
"26740",8.25,"Hombre","Tarjeta de Crédito","Casado/a"
"26741",10.025,"Hombre","Efectivo","Casado/a"
"26742",18.6125,"Hombre","Efectivo","Divorciado/a"
"26743",53.15,"Hombre","Tarjeta Débito","Divorciado/a"
"26744",33.555,"Hombre","Tarjeta Débito","Divorciado/a"
"26745",37.9,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26746",47.77,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26747",445.39,"Empresa","Efectivo",""
"26748",254.06,"Empresa","Efectivo",""
"26749",243.2125,"Empresa","Tarjeta de Crédito",""
"26750",135.4625,"Empresa","Tarjeta de Crédito",""
"26751",202.92,"Empresa","Efectivo",""
"26752",306.7125,"Empresa","Efectivo",""
"26753",363.89,"Empresa","Tarjeta Débito",""
"26754",32.325,"Empresa","Tarjeta de Crédito",""
"26755",19.225,"Empresa","Tarjeta de Crédito",""
"26756",24.3,"Hombre","Tarjeta de Crédito","Soltero/a"
"26757",7.95,"Hombre","Efectivo","Soltero/a"
"26758",22.54,"Hombre","Tarjeta Débito","Soltero/a"
"26759",30.5,"Hombre","Tarjeta de Crédito","Soltero/a"
"26760",5.725,"Mujer","Efectivo","Divorciado/a"
"26761",20.4,"Mujer","Tarjeta de Crédito","Divorciado/a"
"26762",54,"Mujer","Tarjeta de Crédito","Divorciado/a"
"26763",11.2,"Mujer","Tarjeta de Crédito","Divorciado/a"
"26764",81.0775,"Hombre","Efectivo","Soltero/a"
"26765",34.845,"Hombre","Tarjeta Débito","Soltero/a"
"26766",5.5625,"Hombre","Tarjeta de Crédito","Soltero/a"
"26767",70.4375,"Hombre","Efectivo","Soltero/a"
"26768",20.385,"Hombre","Tarjeta Débito","Casado/a"
"26769",14.31,"Hombre","Tarjeta Débito","Casado/a"
"26770",11.25,"Hombre","Efectivo","Casado/a"
"26771",14.31,"Hombre","Tarjeta Débito","Casado/a"
"26772",9.95,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26773",37.9,"Hombre","Efectivo","Divorciado/a"
"26774",21.075,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26775",17.96,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26776",179.55,"Empresa","Tarjeta Débito",""
"26777",190.75,"Empresa","Tarjeta Débito",""
"26778",44.205,"Empresa","Tarjeta de Crédito",""
"26779",80.3,"Empresa","Tarjeta de Crédito",""
"26780",166.425,"Empresa","Tarjeta de Crédito",""
"26781",31.85,"Empresa","Tarjeta Débito",""
"26782",250.7075,"Empresa","Tarjeta de Crédito",""
"26783",145.4075,"Empresa","Tarjeta Débito",""
"26784",6.475,"Hombre","Tarjeta Débito","Soltero/a"
"26785",47.2,"Empresa","Tarjeta de Crédito",""
"26786",177.9,"Empresa","Efectivo",""
"26787",30.8375,"Hombre","Tarjeta Débito","Casado/a"
"26788",45.98,"Hombre","Tarjeta de Crédito","Soltero/a"
"26789",21.925,"Hombre","Efectivo","Soltero/a"
"26790",12.45,"Hombre","Tarjeta de Crédito","Soltero/a"
"26791",29.95,"Mujer","Tarjeta Débito","Divorciado/a"
"26792",6.225,"Mujer","Tarjeta Débito","Divorciado/a"
"26793",27.63,"Mujer","Tarjeta de Crédito","Divorciado/a"
"26794",12.95,"Mujer","Tarjeta Débito","Divorciado/a"
"26795",28.72,"Hombre","Tarjeta de Crédito","Soltero/a"
"26796",52.6,"Hombre","Tarjeta Débito","Soltero/a"
"26797",61.1,"Hombre","Tarjeta de Crédito","Soltero/a"
"26798",68.45,"Hombre","Tarjeta Débito","Soltero/a"
"26799",13.4,"Hombre","Tarjeta de Crédito","Casado/a"
"26800",4.975,"Hombre","Efectivo","Casado/a"
"26801",8.11,"Hombre","Tarjeta Débito","Casado/a"
"26802",68.1125,"Empresa","Tarjeta de Crédito",""
"26803",40.26,"Hombre","Efectivo","Divorciado/a"
"26804",57.88,"Hombre","Efectivo","Divorciado/a"
"26805",80.775,"Hombre","Efectivo","Divorciado/a"
"26806",64.92,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26807",132.795,"Empresa","Tarjeta Débito",""
"26808",184.245,"Empresa","Tarjeta de Crédito",""
"26809",56.97,"Empresa","Tarjeta Débito",""
"26810",100.35,"Empresa","Tarjeta Débito",""
"26811",121.6725,"Empresa","Tarjeta Débito",""
"26812",231.37,"Empresa","Tarjeta de Crédito",""
"26813",262.325,"Empresa","Tarjeta Débito",""
"26814",418.35,"Empresa","Tarjeta Débito",""
"26815",101.28,"Mujer","Efectivo","Casado/a"
"26816",40.775,"Mujer","Tarjeta Débito","Casado/a"
"26817",32.875,"Mujer","Efectivo","Casado/a"
"26818",3.725,"Hombre","Efectivo","Casado/a"
"26819",30.87,"Hombre","Tarjeta Débito","Casado/a"
"26820",3.725,"Hombre","Tarjeta de Crédito","Casado/a"
"26821",5.5625,"Hombre","Tarjeta de Crédito","Casado/a"
"26822",60.4875,"Empresa","Efectivo",""
"26823",69.59,"Empresa","Tarjeta de Crédito",""
"26824",42.25,"Empresa","Efectivo",""
"26825",41.025,"Hombre","Efectivo","Soltero/a"
"26826",5.3,"Hombre","Tarjeta Débito","Soltero/a"
"26827",36.175,"Hombre","Efectivo","Soltero/a"
"26828",69.8,"Hombre","Tarjeta de Crédito","Soltero/a"
"26829",25.485,"Hombre","Tarjeta de Crédito","Casado/a"
"26830",29.57,"Hombre","Tarjeta de Crédito","Casado/a"
"26831",34.315,"Hombre","Tarjeta de Crédito","Casado/a"
"26832",96.56,"Hombre","Tarjeta de Crédito","Casado/a"
"26833",198.3775,"Empresa","Tarjeta de Crédito",""
"26834",168.85,"Empresa","Tarjeta de Crédito",""
"26835",15,"Hombre","Tarjeta Débito","Casado/a"
"26836",32.6,"Hombre","Tarjeta de Crédito","Casado/a"
"26837",32.6,"Hombre","Tarjeta de Crédito","Casado/a"
"26838",76.32,"Mujer","Tarjeta de Crédito","Casado/a"
"26839",35.765,"Mujer","Efectivo","Casado/a"
"26840",9.26,"Mujer","Efectivo","Casado/a"
"26841",51.385,"Mujer","Efectivo","Casado/a"
"26842",5.725,"Hombre","Efectivo","Casado/a"
"26843",33.36,"Hombre","Tarjeta de Crédito","Casado/a"
"26844",9.04,"Hombre","Tarjeta de Crédito","Casado/a"
"26845",8.25,"Empresa","Efectivo",""
"26846",45.59,"Empresa","Tarjeta Débito",""
"26847",18.08,"Hombre","Efectivo","Soltero/a"
"26848",64.33,"Hombre","Tarjeta Débito","Soltero/a"
"26849",21.49,"Hombre","Tarjeta Débito","Soltero/a"
"26850",11.45,"Hombre","Tarjeta Débito","Soltero/a"
"26851",19.9,"Hombre","Tarjeta Débito","Casado/a"
"26852",34.34,"Hombre","Efectivo","Casado/a"
"26853",79.52,"Hombre","Tarjeta Débito","Casado/a"
"26854",89.2,"Hombre","Efectivo","Casado/a"
"26855",3.725,"Hombre","Tarjeta de Crédito","Casado/a"
"26856",14.16,"Empresa","Tarjeta Débito",""
"26857",6.475,"Hombre","Tarjeta de Crédito","Casado/a"
"26858",25.3,"Hombre","Efectivo","Casado/a"
"26859",10.6,"Empresa","Tarjeta Débito",""
"26860",16.5,"Hombre","Tarjeta de Crédito","Soltero/a"
"26861",33.675,"Hombre","Tarjeta de Crédito","Soltero/a"
"26862",6.225,"Hombre","Tarjeta Débito","Casado/a"
"26863",8.36,"Hombre","Tarjeta Débito","Casado/a"
"26864",45.15,"Hombre","Tarjeta Débito","Casado/a"
"26865",61.225,"Hombre","Tarjeta de Crédito","Casado/a"
"26866",58.15,"Hombre","Tarjeta Débito","Casado/a"
"26867",53.47,"Hombre","Tarjeta de Crédito","Casado/a"
"26868",81.35,"Hombre","Tarjeta Débito","Casado/a"
"26869",91.245,"Hombre","Tarjeta Débito","Casado/a"
"26870",19.95,"Empresa","Tarjeta Débito",""
"26871",39.76,"Empresa","Tarjeta Débito",""
"26872",25.25,"Empresa","Tarjeta de Crédito",""
"26873",37.4,"Empresa","Efectivo",""
"26874",7.95,"Hombre","Efectivo","Casado/a"
"26875",41.8325,"Hombre","Tarjeta de Crédito","Casado/a"
"26876",38.435,"Empresa","Tarjeta Débito",""
"26877",89.205,"Empresa","Efectivo",""
"26878",15.6,"Hombre","Tarjeta de Crédito","Casado/a"
"26879",6.225,"Hombre","Tarjeta Débito","Casado/a"
"26880",55.26,"Hombre","Efectivo","Casado/a"
"26881",8.99,"Hombre","Tarjeta de Crédito","Casado/a"
"26882",22.97,"Hombre","Tarjeta Débito","Divorciado/a"
"26883",28.645,"Hombre","Tarjeta Débito","Divorciado/a"
"26884",60.73,"Hombre","Tarjeta Débito","Casado/a"
"26885",8.61,"Hombre","Tarjeta de Crédito","Casado/a"
"26886",47.48,"Hombre","Tarjeta Débito","Casado/a"
"26887",5.5625,"Hombre","Tarjeta Débito","Casado/a"
"26888",27.63,"Hombre","Tarjeta Débito","Casado/a"
"26889",47.225,"Hombre","Tarjeta Débito","Casado/a"
"26890",49.11,"Empresa","Tarjeta de Crédito",""
"26891",42.77,"Empresa","Tarjeta Débito",""
"26892",96.46,"Empresa","Tarjeta de Crédito",""
"26893",67.4,"Empresa","Tarjeta de Crédito",""
"26894",52.8,"Mujer","Cheque","Casado/a"
"26895",103.6,"Mujer","Cheque","Casado/a"
"26896",84.75,"Mujer","Cheque","Casado/a"
"26897",11.55,"Mujer","Cheque","Casado/a"
"26898",57.125,"Mujer","Tarjeta Débito","Casado/a"
"26899",24.305,"Mujer","Efectivo","Casado/a"
"26900",41.8,"Mujer","Efectivo","Casado/a"
"26901",33.84,"Mujer","Cheque","Casado/a"
"26902",40.67,"Hombre","Cheque","Casado/a"
"26903",41.575,"Hombre","Cheque","Casado/a"
"26904",34.925,"Hombre","Tarjeta Débito","Casado/a"
"26905",36.25,"Hombre","Efectivo","Casado/a"
"26906",15.6875,"Hombre","Tarjeta Débito","Divorciado/a"
"26907",39.985,"Hombre","Tarjeta de Crédito","Soltero/a"
"26908",34.6825,"Hombre","Tarjeta de Crédito","Soltero/a"
"26909",65.6,"Empresa","Cheque",""
"26910",27.64,"Empresa","Tarjeta de Crédito",""
"26911",4.0625,"Hombre","Tarjeta de Crédito","Soltero/a"
"26912",8.225,"Hombre","Cheque","Soltero/a"
"26913",42.61,"Hombre","Efectivo","Casado/a"
"26914",7.8125,"Hombre","Cheque","Casado/a"
"26915",21.97,"Hombre","Tarjeta Débito","Divorciado/a"
"26916",12.11,"Hombre","Cheque","Casado/a"
"26917",16.11,"Hombre","Cheque","Casado/a"
"26918",15.61,"Hombre","Cheque","Casado/a"
"26919",6.75,"Hombre","Cheque","Casado/a"
"26920",29.925,"Empresa","Efectivo",""
"26921",80.31,"Empresa","Cheque",""
"26922",13.075,"Mujer","Cheque","Casado/a"
"26923",7.475,"Mujer","Tarjeta Débito","Casado/a"
"26924",18.8,"Mujer","Cheque","Divorciado/a"
"26925",7.475,"Mujer","Tarjeta de Crédito","Divorciado/a"
"26926",11.12,"Mujer","Efectivo","Casado/a"
"26927",8.25,"Mujer","Tarjeta de Crédito","Casado/a"
"26928",14.3125,"Empresa","Tarjeta Débito",""
"26929",17.25,"Empresa","Cheque",""
"26930",29.875,"Empresa","Cheque",""
"26931",22.9275,"Empresa","Tarjeta de Crédito",""
"26932",6.75,"Hombre","Cheque","Soltero/a"
"26933",6.975,"Empresa","Cheque",""
"26934",78.69,"Empresa","Cheque",""
"26935",40.075,"Empresa","Efectivo",""
"26936",10.74,"Empresa","Tarjeta de Crédito",""
"26937",19.9,"Mujer","Cheque","Soltero/a"
"26938",19.9,"Mujer","Cheque","Soltero/a"
"26939",16.7625,"Mujer","Cheque","Soltero/a"
"26940",14.835,"Mujer","Tarjeta de Crédito","Soltero/a"
"26941",69.1,"Hombre","Tarjeta de Crédito","Casado/a"
"26942",18.8,"Hombre","Efectivo","Casado/a"
"26943",17.9,"Mujer","Cheque","Casado/a"
"26944",34.43,"Mujer","Cheque","Casado/a"
"26945",19.9,"Hombre","Cheque","Casado/a"
"26946",29.81,"Hombre","Tarjeta Débito","Casado/a"
"26947",44.71,"Hombre","Cheque","Casado/a"
"26948",14.375,"Hombre","Tarjeta Débito","Casado/a"
"26949",51.3625,"Mujer","Cheque","Casado/a"
"26950",39.675,"Mujer","Cheque","Casado/a"
"26951",35.45,"Mujer","Cheque","Casado/a"
"26952",28.1625,"Mujer","Cheque","Casado/a"
"26953",7.475,"Mujer","Tarjeta de Crédito","Casado/a"
"26954",60.0625,"Mujer","Cheque","Casado/a"
"26955",59.9,"Mujer","Cheque","Casado/a"
"26956",24.225,"Hombre","Cheque","Casado/a"
"26957",56.5025,"Hombre","Cheque","Casado/a"
"26958",76.0425,"Hombre","Tarjeta de Crédito","Casado/a"
"26959",10.975,"Hombre","Cheque","Casado/a"
"26960",25.47,"Hombre","Cheque","Divorciado/a"
"26961",22.875,"Hombre","Cheque","Divorciado/a"
"26962",51.325,"Empresa","Cheque",""
"26963",43.39,"Empresa","Cheque",""
"26964",4.975,"Hombre","Cheque","Soltero/a"
"26965",3.5,"Hombre","Tarjeta de Crédito","Soltero/a"
"26966",15.02,"Hombre","Cheque","Casado/a"
"26967",30.22,"Hombre","Tarjeta de Crédito","Casado/a"
"26968",11.725,"Hombre","Efectivo","Casado/a"
"26969",29.95,"Hombre","Cheque","Casado/a"
"26970",7.225,"Hombre","Efectivo","Casado/a"
"26971",102.4,"Hombre","Cheque","Casado/a"
"26972",45.29,"Empresa","Tarjeta Débito",""
"26973",44.4625,"Empresa","Cheque",""
"26974",91.275,"Hombre","Tarjeta de Crédito","Casado/a"
"26975",20.5825,"Mujer","Cheque","Casado/a"
"26976",39.35,"Mujer","Cheque","Casado/a"
"26977",32.6,"Mujer","Tarjeta Débito","Casado/a"
"26978",28.32,"Mujer","Tarjeta de Crédito","Casado/a"
"26979",121.21,"Mujer","Cheque","Casado/a"
"26980",7.475,"Mujer","Cheque","Casado/a"
"26981",65.2,"Empresa","Cheque",""
"26982",55.49,"Empresa","Efectivo",""
"26983",9.325,"Empresa","Tarjeta de Crédito",""
"26984",29.95,"Empresa","Cheque",""
"26985",27.5575,"Hombre","Cheque","Soltero/a"
"26986",5.5625,"Hombre","Efectivo","Soltero/a"
"26987",15.02,"Hombre","Efectivo","Soltero/a"
"26988",37.05,"Empresa","Efectivo",""
"26989",70.13,"Empresa","Tarjeta Débito",""
"26990",43.32,"Empresa","Efectivo",""
"26991",37.93,"Empresa","Tarjeta Débito",""
"26992",14.95,"Mujer","Cheque","Soltero/a"
"26993",67.85,"Mujer","Cheque","Soltero/a"
"26994",19.3125,"Mujer","Cheque","Casado/a"
"26995",11.975,"Mujer","Cheque","Casado/a"
"26996",32.375,"Mujer","Tarjeta de Crédito","Casado/a"
"26997",11.12,"Mujer","Cheque","Casado/a"
"26998",11,"Hombre","Cheque","Casado/a"
"26999",56.8975,"Hombre","Tarjeta Débito","Casado/a"
"27000",32.6,"Hombre","Cheque","Casado/a"
"27001",25.375,"Hombre","Cheque","Casado/a"
"27002",8.275,"Mujer","Efectivo","Casado/a"
"27003",77.76,"Hombre","Cheque","Casado/a"
"27004",78.955,"Hombre","Tarjeta Débito","Casado/a"
"27005",113.605,"Hombre","Cheque","Casado/a"
"27006",6.225,"Hombre","Tarjeta de Crédito","Casado/a"
"27007",29.95,"Hombre","Cheque","Divorciado/a"
"27008",3.25,"Hombre","Tarjeta Débito","Divorciado/a"
"27009",40.575,"Hombre","Tarjeta Débito","Divorciado/a"
"27010",6.8375,"Hombre","Tarjeta de Crédito","Soltero/a"
"27011",30.97,"Hombre","Tarjeta de Crédito","Soltero/a"
"27012",47.0875,"Hombre","Tarjeta Débito","Soltero/a"
"27013",40.075,"Hombre","Tarjeta de Crédito","Soltero/a"
"27014",23.92,"Hombre","Cheque","Soltero/a"
"27015",21.97,"Hombre","Tarjeta de Crédito","Casado/a"
"27016",12.1625,"Hombre","Cheque","Casado/a"
"27017",35.5125,"Hombre","Cheque","Casado/a"
"27018",21.97,"Hombre","Cheque","Casado/a"
"27019",7.1875,"Hombre","Tarjeta de Crédito","Casado/a"
"27020",6.225,"Hombre","Cheque","Casado/a"
"27021",64.425,"Empresa","Cheque",""
"27022",71.0125,"Empresa","Tarjeta Débito",""
"27023",11.2,"Empresa","Cheque",""
"27024",11.2,"Hombre","Cheque","Casado/a"
"27025",46.7,"Empresa","Efectivo",""
"27026",41.5975,"Hombre","Cheque","Casado/a"
"27027",32.6,"Hombre","Tarjeta de Crédito","Casado/a"
"27028",52.82,"Hombre","Tarjeta de Crédito","Casado/a"
"27029",153.1875,"Hombre","Tarjeta Débito","Casado/a"
"27030",21.8075,"Hombre","Cheque","Casado/a"
"27031",43.705,"Hombre","Efectivo","Casado/a"
"27032",79.95,"Mujer","Cheque","Casado/a"
"27033",15,"Mujer","Cheque","Casado/a"
"27034",12.53,"Mujer","Cheque","Divorciado/a"
"27035",26.7375,"Mujer","Tarjeta Débito","Divorciado/a"
"27036",28.835,"Mujer","Cheque","Casado/a"
"27037",44.7625,"Hombre","Cheque","Casado/a"
"27038",98.965,"Empresa","Cheque",""
"27039",12.53,"Empresa","Efectivo",""
"27040",53.125,"Empresa","Tarjeta de Crédito",""
"27041",72.35,"Empresa","Efectivo",""
"27042",92.395,"Empresa","Cheque",""
"27043",11.35,"Hombre","Cheque","Soltero/a"
"27044",15.61,"Hombre","Tarjeta Débito","Soltero/a"
"27045",29.57,"Hombre","Tarjeta de Crédito","Soltero/a"
"27046",11.12,"Hombre","Cheque","Soltero/a"
"27047",21.97,"Hombre","Tarjeta de Crédito","Divorciado/a"
"27048",20.535,"Hombre","Tarjeta de Crédito","Divorciado/a"
"27049",54.95,"Hombre","Efectivo","Divorciado/a"
"27050",6.75,"Hombre","Cheque","Divorciado/a"
"27051",156.165,"Empresa","Tarjeta de Crédito",""
"27052",33.65,"Mujer","Tarjeta Débito","Casado/a"
"27053",18.8,"Mujer","Cheque","Casado/a"
"27054",29.95,"Mujer","Cheque","Casado/a"
"27055",5.5625,"Mujer","Tarjeta Débito","Casado/a"
"27056",51.85,"Hombre","Efectivo","Casado/a"
"27057",45.98,"Hombre","Tarjeta Débito","Casado/a"
"27058",37.515,"Hombre","Efectivo","Casado/a"
"27059",11.25,"Hombre","Cheque","Casado/a"
"27060",38.75,"Mujer","Tarjeta de Crédito","Casado/a"
"27061",16,"Mujer","Cheque","Casado/a"
"27062",44.415,"Hombre","Efectivo","Casado/a"
"27063",47.94,"Hombre","Cheque","Casado/a"
"27064",42.0575,"Hombre","Tarjeta de Crédito","Casado/a"
"27065",18.1875,"Hombre","Cheque","Divorciado/a"
"27066",30.43,"Hombre","Cheque","Divorciado/a"
"27067",101.1725,"Hombre","Efectivo","Soltero/a"
"27068",17.0225,"Hombre","Cheque","Soltero/a"
"27069",54.7625,"Empresa","Cheque",""
"27070",66.125,"Hombre","Cheque","Soltero/a"
"27071",2,"Hombre","Cheque","Soltero/a"
"27072",13.5125,"Hombre","Cheque","Soltero/a"
"27073",29.95,"Hombre","Efectivo","Soltero/a"
"27074",49.95,"Hombre","Tarjeta de Crédito","Casado/a"
"27075",21,"Hombre","Tarjeta de Crédito","Casado/a"
"27076",29.17,"Hombre","Efectivo","Casado/a"
"27077",29.95,"Hombre","Cheque","Casado/a"
"27078",7.9,"Hombre","Cheque","Casado/a"
"27079",7.475,"Empresa","Cheque",""
"27080",76.1,"Empresa","Efectivo",""
"27081",46.3,"Empresa","Cheque",""
"27082",48.54,"Empresa","Cheque",""
"27083",74.9,"Empresa","Cheque",""
"27084",57.845,"Empresa","Cheque",""
"27085",27.625,"Hombre","Tarjeta de Crédito","Casado/a"
"27086",32.485,"Hombre","Cheque","Casado/a"
"27087",38.65,"Hombre","Cheque","Casado/a"
"27088",81.87,"Hombre","Tarjeta Débito","Casado/a"
"27089",13.835,"Mujer","Cheque","Casado/a"
"27090",35.45,"Mujer","Efectivo","Divorciado/a"
"27091",29.95,"Mujer","Cheque","Divorciado/a"
"27092",12.68,"Mujer","Tarjeta Débito","Divorciado/a"
